Autor_Tema_Publicação;Citação
Edgar_Morin;Assim, a energia, cumprindo de maneira absoluta a atomização do mundo físico, cumpre também a dominação da natureza pelo homem. Todo progresso na manipulação da energia corresponde no mais uma regressão do ser e da existência: o cavalo-vapor expulsa o cavalo-bosta.
Edgar_Morin;Assim, a mensagem bons beijos, em tibetano, é ruído para meus ouvidos, mesmo representando informação tibetana. A língua chinesa é redundância para oitocentos milhões de chineses, entre os quais ela é o código comum, é, para mim, ruído. Vê-se bem que informação e redundância viram ruídos assim que não há mais código comum entre receptor e emissor, já que a chave de sua distinção reside no código.
Edgar_Morin;Por mais diferentes que eles possam ser, os elementos ou indivíduos constituindo um sistemas tem pelo menos uma identidade comum de vinculação à unidade global e de obediência às suas regras organizacionais.
Edgar_Morin;Sobre os seres de terceiro tipo: A sociedade
Edgardo_Cedeño_Muñoz;Deve haver a punição, é claro, mas somente esta não serve como remédio para a criminalidade.
Edi_Rock;Agradecemos aos camelôs pela divulgação de nosso trabalho. Perdemos dinheiro, mas garantimos o emprego de muita gente.
Edifício;O casamento é um edifício que deve ser reconstruído todos os dias.
Edifício;Nós moldamos nossos edifícios, depois eles nos moldam.
Edifício;"Dança e arquitetura são as duas artes primárias e essenciais. A arte da dança está na origem de todas as artes que se expressam primeiro na pessoa humana. A arte de construir, ou arquitetura, é o começo de todas as artes que estão fora da pessoa; e no final eles se unem."
Edifício;A vida é caótica, perigosa e surpreendente. Os edifícios devem refletir isso.
Edilson_Soares_Nobre;É possível que um grupo de hebreus rigorosamente monoteístas, possa ao improviso ajoelhar-se diante de um homem que se proclama Filho de Deus e que morre condenado em uma Cruz? Algo aconteceu! E a explicação é a ressurreição de Jesus. Se, por absurdo, a ressurreição de Jesus fosse um falso histórico haveríamos de nos perguntar: é possível que de um falso histórico nasça o movimento ideal maior que a história conheça e floresça o patrimônio de pensamento ao qual o mundo atinge inexoravelmente por mais de dois mil anos? Honestamente, reconhecemos uma conclusão que se impõe à razão: sem a ressurreição de Cristo é inexplicável o que aconteceu em torno d’Ele e depois d’Ele. Mas o que é a ressurreição? É o evento que nos garante que a vida humana caminha em direção de outra vida: Caminha em direção à Terra Prometida. Chegou a Páscoa. Deixemos que a alegria do Cristo Ressuscitado irradie as nossas vidas e renove as nossas esperanças para colaborarmos com a construção de um mundo mais justo, mais fraterno e mais e solidário.
Edilson_Soares_Nobre;Sabemos, irmãos e irmãs, que o testemunho e ensinamento de Nossa Senhora passa pela experiência da escuta, assim, também nós o faremos, buscando a luz da Palavra de Deus para que ela aqueça nossos corações e motive nossas vidas. Se os homens compreendessem quanto Deus os ama, sua vida seria tranquila e alegre. Não são os inevitáveis sofrimentos da existência que os haveria de privar de serenidade e alegria, porque teriam uma esperança maior do que tudo.
Edir_Macedo;Acho um absurdo a prisão sob o argumento de que o bispo está enganando as pessoas com sua religião. As pessoas têm fé naquilo que querem ter fé.
Edir_Macedo;[...] ainda mais depois de saber que o Edir Macedo me chamou de endemoniado! Hahaha. Vem expulsar então!
Edir_Macedo;Dispensamos o perdão de Edir Macedo. Ele é quem precisa pedir perdão a Deus pelas mentiras que propagou, a indução de milhões de pessoas a acreditarem em barbaridades sobre Lula e sobre o PT, usando a igreja e seus meios de comunicação para isso. A nossa consciência está tranquila.
Edith_Hamilton;Ser instruído é ser capaz de entrar no mundo do pensamento.
Edith_Head;Suas roupas devem ser justas o suficiente para revelar que você é mulher, e soltas o necessário para mostrar que é uma lady.
Edith_Wharton;Há duas maneiras de espalhar a luz: ser a vela, ou o espelho que a reflete.
Edith_Wharton;Ele desejava-a tal como ela era e não como ela gostaria de ter sido.
Edith_Widder;Precisamos de mais olhos no processo. Se algum de vocês tiver a oportunidade de fazer um mergulho num submersível, por favor, subam a bordo e mergulhem. Isto devia estar em todas as listas de coisas-a-fazer, porque vivemos num planeta oceânico. Mais de 90%, 99%, do espaço habitado no nosso planeta é oceano. É um lugar mágico recheado de espetáculos de luz deslumbrantes de criaturas bizarras e assombrosas, de formas de vida alienígenas. Para as vermos, não precisamos de viajar até outro planeta.
Edith_Widder;É provavelmente bom ter em mente o velho ditado marinheiro que a única diferença entre um conto de fadas e uma história dos mares é que um conto de fadas começa por Era uma vez e uma história de mar começa por Isto é mesmo verdade.
Edivalter_Andrade;Parto com muita alegria e esperança, mas não dá para negar que este sai da terra e vai é muito exigente. Exige a renúncia da convivência com a família humana e a família eclesial, com os amigos, com os irmãos de caminhada e de missão. É o mistério de Deus que toca a gente, faz-me sentir muito amado por Ele e, ao mesmo tempo convidado a dar tudo de mim para o outro, para o povo que a mim está sendo confiado e que antecipadamente me acolhe em seus gestos de carinho e amor pelo bispo que chega. Obrigado Senhor por me proporcionar esta experiência de ser amado e poder amar um povo que ainda não conheço e ao qual eu pertenço porque estou sendo por vós dado a ele como bispo-pastor-pai-amigo-irmão. Ajude-me a ser fiel ao vosso chamado e ser sinal de vossa presença junto àqueles aos quais me enviais. Conforte-nos todos com vossa graça e conceda-nos o dom da generosidade que nos manterá serenos mesmo com as exigências do momento.
Edmilson_Amador_Caetano;O Espírito Santo sopra onde quer, então ele continua soprando. Aquilo que exala o perfume de Deus, mesmo que a gente não entenda, mesmo que não seja de acordo com o nosso pensamento, que a gente acolha e aprenda a dar graças a Deus e admirar aquele dom que Deus dá ao outro que é para o enriquecimento da Igreja.
Edmilson_Tadeu_Canavarros_dos_Santos;Seremos julgados sobre o amor. Não um amor que nos atrai e que nos beneficia, mas, um amor que se traduz serviço em vista daquilo que você pode oferecer para o outro. Que o Senhor venha em nosso auxílio, porque o Senhor sempre nos mostra Sua face. Ele vem presente em cada pessoa humana para que o acolhamos na fé, e o testemunhemos na verdade e na caridade. Peça ao Senhor para que te mostre quem precisa da tua mão!
Edmond_Haraucourt;"Eu era, orgulhoso e forte, envolto em minha mente, colocando o pé no futuro conquistado vencido; reinou sobre mim, mas você foi embora e eu entendi o que eu vivi."
Edmond_Haraucourt;Chame-me! Cada dia, cada dia mais forte, o desgosto enche meu coração por lhe negar, mas ante a glória da tua graça impune, ajoelha-se o meu ódio e camada de meu remorso.
Edmond_Rostand;O que é a vida sem um sonho?
Edmund_Blunden;Eu sou a favor das madeiras contra o mundo, Mas as madeiras são para mim?
Edmund_Burke;Ninguém comete erro maior do que não fazer nada porque só pode fazer um pouco.
Edmund_Burke;Tudo que é preciso para o triunfo do mal é que os bons homens não façam nada.
Edmund_Burke;É um erro popular muito comum acreditar que aqueles que fazem mais barulho a lamentarem-se a favor do público sejam os mais preocupados com o seu bem-estar.
Edmund_Casimir_Szoka;São conscientes de seu dever de conservar e transmitir do melhor modo às gerações futuras estas expressões do gênio, da vida, do pensamento e da espiritualidade do passado e o continuarão fazendo, sem fugir dos desafios atuais, com a perseverança e a convicção de sempre.
Edmund_Herring;O General Herring está preparado para aceitar a nomeação e recomendo que ele seja libertado do Exército. Ele teve dois ataques graves de Malária.
Edmund_Herring;E agora chegou a hora de eu deixar meu escritório, mas antes disso, há dois assuntos aos quais me sinto obrigado a chamar a atenção.
Edmund_Hillary;Ninguém sobe montanhas por razões científicas. A ciência é usada para arrecadar dinheiro para as expedições, mas você realmente sobe para o inferno.
Edmund_Wilson;Ele era o autodidata perfeito. Ele queria saber de tudo.
Edmundo;Tomara que não faça gol. Se acontecer, vai ser por puro profissionalismo. Mas não haverá comemoração, porque não posso comemorar derrotas minhas, como torcedor vascaíno.
Edmundo;Cheguei a acreditar que ele tinha mudado, mas vi que ele continua sendo o mesmo cara egoísta que só pensa nele.
Edmundo;É fácil para um cara louro de olhos azuis falar mal de dois caras de quem todo mundo fala mal, como eu e o Romário. Ele é um excelente jogador, mas tem uma porção igual por aí.
Edmundo;Papai, tu não jogou nem mais do que eu, imagina do Cristiano Ronaldo. Chupa essa manga.
Edmundo_Luis_Flavio_Abastoflor_Montero;Quando sairemos do atraso em que nos encontramos em meio dos povos de nossa América, o que nos faz falta para recuperar a nossa dignidade como povo e sobre tudo como pessoas, como indivíduos.
Edmundo_Ponziano_Valenzuela_Mellid;A violência gera mais violência, não leva a nada além disto. Rechaçamos categoricamente tudo o que ocorreu. O país se constrói com a misericórdia, com o amor, o trabalho, o diálogo. A violência não levantará o país, mas o afundará.
Edmundo_Ponziano_Valenzuela_Mellid;A Igreja pede para superar a impunidade e a corrupção que invadiu o País, e também a necessidade de uma reforma do sistema judiciário.
Edmundo_de_Amicis;As amizades são como casamento: de cada dez, um se faz por amor.
Edmundo_de_Amicis;Mestre, depois de pai, é o nome mais nobre e mais doce que um homem pode dar a outro.
Edney_Gouvêa_Mattoso;Os turistas viajam calculando os pormenores de seu caminho para evitar os imprevistos que podem complicar o périplo. Pelo contrário, os peregrinos deixam-se levar por outro, Outro com maiúscula. Postos nas mãos de Deus lhe deixam uma grande margem para que seja Ele quem venha surpreendê-los com um dom, uma graça, aparentes desventuras que não entram nos cálculos humanos de quem transita por mundos desconhecidos.
Edney_Gouvêa_Mattoso;Nossa sociedade está devorada pela intolerância, fruto do individualismo. O desejo de estar sempre certo produz discursos polarizados e inflamados, que só fazem aumentar a tensão e se colocam como empecilho para a paz acontecer.
Edney_Gouvêa_Mattoso;A administração de uma Diocese é uma tarefa árdua, mas muito gratificante. Participar do pastoreio de Cristo é próprio da missão a que Deus me chamou e, às vezes, é necessário saber mudar os rumos dos caminhos, por uma natural adequação aos tempos em que vivemos.
Edoardo_Menichelli;Levar um pouco de ética em um setor que atravessa uma grave crise de valores.
Edsger_Dijkstra;Ciência da Computação está tão relacionada aos computadores quanto a Astronomia aos telescópios, Biologia aos microscópios, ou Química aos tubos de ensaio. A Ciência não estuda ferramentas. Ela estuda como nós as utilizamos, e o que descobrimos com elas.
Edson_Batista_de_Mello;Pedro ainda achava que por ser pescador você profissional ele teria todas as capacidades de repente se dá conta e sem cristo nós não alcançamos nada sem ele não somos ninguém em atenção a tua palavra.
Edson_Celulari;É ótimo contracenar com o Giane, que tem uma beleza de príncipe, nos divertimos à beça. E em casa eu também tenho um homem lindo, o meu companheiro. Acho que estou com sorte
Edson_Gomes;Marginalizado! Isso, marginalizado. Por que vocês acham que isso está acontecendo? O que levou para que o reggae caísse no esquecimento da grande imprensa?
Edson_José_Oriolo_dos_Santos;Assim como vocês, também trago no coração ansiedades, dúvidas e expectativas, que deposito no altar da eucaristia, em espírito de fé e confiança na Divina Providência. Vocês, conjuntamente com o nosso clero, são os principais artífices da ação evangelizadora da Igreja e a razão de ser desta diocese e de minha presença. Agradeço a disponibilidade, o testemunho e a gratuidade confiante com que me acolhem!
Edson_de_Castro_Homem;Não podemos nos calar sobre atos de intolerância religiosa contra a fé das pessoas e nem justificar como um ato de loucura. Definitivamente, não é uma postura cristã. Estou em oração pela comunidade de São Miguel na intenção da sabedoria, misericórdia divina, respeito e justiça. Precisamos caminhar no sentido de uma paz duradoura e de uma saudável convivência entre os irmãos, ainda que de diferentes igrejas, seitas e credos, onde o cristianismo fez sua morada.
Eduard_Habsburg-Lothringen;O povo húngaro está entusiasmado com a ideia europeia e também com a União Europeia. Os húngaros e a Igreja húngara esse colocam no coração da Europa.
Eduardo_(rapper);Antes do rap, eu nunca tinha discutido sobre a luta de classes ou sobre a necessidade de políticas afirmativas relacionadas à questão do cidadão negro. Nunca tinha ouvido falar se quer a respeito de auto-estima, amor próprio, coletividade, unidade, segregação racial e social, guerrilheiros, regimes tirânicos, democracia e revolução.
Eduardo_(rapper);A gente tem que ter a unidade que o opressor tem. Tanto é que ‘ah, morreu um moleque no portão? Vamo baixar a maioridade penal’. Ninguém discutiu se quem põe uma arma na mão da criança merece pena de morte, ninguém discutiu a culpa da arma tá na mão da criança, a culpa da indústria da arma. Ninguém falou ‘não, a gente devia julgar e condenar quem fabrica arma e distribui no Brasil, quem faz a arma entrar no Brasil.
Eduardo_(rapper);Não trocar nossa liberdade por migalhas. Quantos moleques eu não vejo se matando pra ter um tênis? Roubando pra ter um tênis? Eu vou lá, tento roubar algo de quinhentos reais, sou preso, pago dez mil reais para advogado, tem um monte de advogado rico. Aí vou lá, assalto e ajudo a girar a indústria do medo. A minha PT na mão faz girar seguro de vida, seguro de carro, faz vender alarme, dá audiência para Datena, pro Marcelo Rezende. Eles vão tratando a gente como massa de manobra e a gente vai lá segurando a arma e girando toda essa indústria.
Eduardo_(rapper);Então hoje você tem a manipulação da mídia, você tem um judiciário e a direita todos trabalhando para derrubar um governo que foi eleito democraticamente. Então foi eleito democraticamente pelo povo, tem que ser derrubado pelo povo.
Eduardo_(rapper);Eu acho que um governo que foi eleito democraticamente tem que ser derrubado nas urnas, entendeu? Quem quer outro governo tem que esperar até o novo pleito. Até uma nova eleição, ai ele vence na urna. Não sou favorável a corrupção, não sou favorável nenhum partido político. Só que também eu não sou favorável ao golpe.
Eduardo_(rapper);E não é a vontade que eu vejo, o que eu vejo são manifestações manipuladas pela mídia onde tem 30 à 40 pessoas e a mídia mente que tem um milhão. Isso não é vontade popular, eu tô na periferia, eu não vejo ninguém querendo Impeachment, ninguém reforçando essa ideia. Então é simples, é só esperar a hora certa e vencer no voto.
Eduardo_(rapper);Existia um a insatisfação da minha parte e uma insatisfação da outra parte.
Eduardo_(rapper);Website oficial (em português)
Eduardo_(rapper);Entrevista - Facção Central (em português)
Eduardo_Alanis_Nevares;Eu me sinto obrigado a levantar a voz e pedir ao Cardeal Dolan e a todos os bispos católicos que excomunguem os governadores católicos e todos os políticos católicos que promovem o assassinato de bebês recém-nascidos, uma prática malévola, horrível e sim, demoníaca.
Eduardo_Alves_da_Costa;No Caminho, com Maiakóvski
Eduardo_Alves_da_Costa;A Cama de Pregos
Eduardo_Alves_da_Costa;O poema saiu em jornais universitários, nos anos 70. O psicanalista Roberto Freire incluiu em um livro dele e deu crédito ao russo e me colocou como tradutor. Mas já encomendei da França a obra completa do Maiakóvski. Quando alguém me questionar, entrego os cinco volumes e mando achar o poema lá.
Eduardo_Bolsonaro;A pandemia [da COVID-19] tem sido o laboratório perfeito para os globalistas.
Eduardo_Campos;Quanto mais popularidade o Governo tiver, mais paciência e diálogo deve ter. É popularidade vai e vem... Popularidade é uma coisa... Voto é outra coisa.
Eduardo_Campos;Fazer crítica não é ser contra, não é ser inimigo.
Eduardo_Carlos_Pereira;Brilha com intensidade o sol, mas é esse brilho apreendido, em maior ou menor grau, pelo órgão visual: é a razão o órgão visual, mas não a luz. Da palavra de Deus é que emana a luz da verdade religiosa. Não é, pois, a Reforma racionalista, e tão pouco revolucionária. Repeliu ela o ceticismo da Renascença, e as tendências anárquicas dos camponeses, dos anabatistas, e dos libertários na Suíça. Pela explosão dessas correntes demagógicas e heréticas não é ela responsável. Entretanto, importa confessar que o abuso é inseparável do uso, e que toda virtude tem o seu vício concomitante. São relações inevitáveis na presente organização moral da humanidade. Tanto o Protestantismo como o Romanismo não podem deixar de produzir no meio social, em que dominam, reações intelectuais e morais de acordo com as suas respectivas índoles.
Eduardo_Carlos_Pereira;A hora é decisiva, e no pórtico da nova era, que se anuncia, escreve o dedo da história o dístico Salvador: FORA DE ROMA, DENTRO DO CRISTIANISMO.
Eduardo_Carlos_Pereira;É mister que se diga com franqueza aos senhores de escravos o quanto há de ofensivo às leis de Deus e da humanidade, o quanto há de vil na vergonhosa exploração de uma raça que tem tanto direito, como qualquer outra, à liberdade que Deus lhe deu. Clamarei e denunciarei aos novos filhos de Israel esse crime que mancha ainda o seio das igrejas evangélicas do Brasil, com grandíssimo detrimento do Evangelho. E enquanto a justiça falar por minha boca, minha voz terá a mesma autoridade que a do Profeta, porque a voz da justiça é a voz de Jeová.
Eduardo_Carlos_Pereira;"A verdadeira Igreja do Deus vivo, composta dos santificados em Jesus Cristo, tem sido através dos séculos a coluna firmíssima da verdade revelada nas Sagradas Escrituras. A sua indefectibilidade lhe tem sido garantida pela eleição do Pai, pela intercessão do Filho seu único Chefe, e pela assistência poderosíssima do Espírito Santo, único Vigário de Cristo sobre a terra. Mas é bom lembrarmo-nos que a perpetuidade da árvore não quer dizer estabilidade perpétua do galho e muito menos das ervas parasitas que enroscam em seus galhos. A história da Igreja no tempo de Elias, a severidade de Deus para com os ramos judaicos, e, sobretudo, a solene admoestação dirigida por S. Paulo à igreja de Roma, devem trazer a salutar advertência a nós igrejas particulares de uma cidade, que constituímos os ramos, a nós organizações mais vastas, que formamos os galhos da Oliveira. Para que tenhamos direito de fazer para, aos olhos de Deus, da árvores do cristianismo, não basta conservarmos em nossos credos a ortodoxia das doutrinas; é indispensável mantermos em nossa prática a ortodoxia dos sentimentos."
Eduardo_Carlos_Pereira;"Os membros da verdadeira igreja católica, que rejeitaram o jugo de Roma, usando da liberdade evangélica nas coisas que o Espírito Santo deixou ao critério de sua fé e caridade, amoldam os princípios de governo, disciplina e liturgia, de sua natureza variáveis, a seu ponto de vista peculiar; e, retendo sempre o plano evangélico da salvação, e essência divina da religião cristã, encaram diversamente certas verdades secundárias sobre a predestinação e sobre a forma e tempo do batismo. Essas divergências secundárias, sob o influxo da atividade pujante do cristianismo, dão origem à formação das diversas denominações irmãs ou igrejas particulares que se chamam – luterana, anglicana, metodista, batista, congregacionalista, prebiteriana."
Eduardo_Cunha;Eu, formalmente, estou rompido com o governo. Politicamente estou rompido.
Eduardo_Cunha;Tem um bando de aloprado no Planalto que vive desse tipo de circunstância, de criar constrangimento.
Eduardo_Cunha;Com relação especificamente ao que você está colocando sobre o processo de impeachment, nós não podemos transformar a discussão sobre o impedimento de um presidente da república numa forma de discussão política, porque ele não é. O impedimento tem suas previsões constitucionais dos casos específicos aos quais, no meu entender, não está se aplicando. Então, consequentemente, eu não posso querer dar curso para resolver uma crise política, achar que a gente virou uma republiqueta e vai arrancar o presidente fora que foi legitimamente eleito. Nós não concordamos com essa forma. Eu acho que é preciso ter um pouco de responsabilidade. Se houvesse motivação dentro do parâmetro constitucional, seria outra coisa. Eu não tenho a visão disso nesse momento.
Eduardo_Cunha;Mesmo que existissem justificativas para o pedido de impeachment, não é cabível. Eu não tenho condições de avaliar se existe [se há justificativas anteriores ao segundo mandato da presidente]. Mas mesmo que por ventura existisse, não seria cabível, na minha opinião, pois nós estamos num outro mandato. O mandato dela [da presidente Dilma Rousseff] se iniciou em 1º de janeiro. Então eu não vejo ali uma base legal, só se ela praticar no exercício desse mandato um ato que seja um ato de improbidade, um ato contra a administração pública, no exercício desse mandato. [...] É uma discussão que ela tem outros tipos de situações de natureza jurídica e também de natureza política. Nós temos que aqui discutir que o Brasil não é uma republiqueta. O Brasil não pode fazer como o Paraguai fez, que arrancou o Lugo do dia da noite, porque ele tinha perdido completamente o apoio. Eu acho que as circunstâncias políticas que você pode fazer com qualquer governo que tenha perda de popularidade, alguma coisa terá que ser feito e acredito que ela o fará. Agora não que isso seja ensejadora de impeachment. Porque vai ser um impeachment atrás do outro se isso acontecesse.
Eduardo_Cunha;Que Deus tenha misericórdia dessa nação
Eduardo_Cunha;Perder do Bahia e uma vergonha e ainda perder desse jeito tomando um banho.O Bahia merecia ter feito mais
Eduardo_Eliseo_Martín;Temos que afirmar com toda claridade que, segundo o intuito criador de Deus, não há outra forma de ser humano que ser homem e mulher. Que o matrimônio não pode ser objeto de votação parlamentaria, quanto à sua essência, pois é uma realidade que vem da criação e não de um consenso. Sempre se é homem como varão ou mulher. As demais formas são de algum modo, separações do natural.
Eduardo_Francisco_Pironio;Como esquecer a grande contribuição por ele dada às celebrações das Jornadas Mundiais da Juventude? Desejaria prestar aqui publicamente um cordial agradecimento a este Irmão, que me foi de grande ajuda no exercício do ministério petrino.
Eduardo_Frei_Montalva;A maior semelhança política entre mim e o General De Gaulle está nas dimensões do nariz.
Eduardo_Frei_Montalva;Salvar o passado é inútil e impossível: os homens devem pensar, apenas, na maneira de organizar o futuro.
Eduardo_Félix_Valdés;A sociedade civil vai por um lado e o religioso vai por outro. Digo isso sendo que eu não sou um fanático verde, mas entendo para onde a sociedade vai.
Eduardo_Galeano;"Vida cigana. As coisas me acompanham e vão embora. São minhas de noite, perco-as de dia. Não estou preso às coisas; elas não decidem nada."
Eduardo_Galeano;"A memória guardará o que valer a pena. A memória sabe de mim mais que eu; e ela não perde o que merece ser salvo."
Eduardo_Galeano;Tenho saudades de um país que ainda não existe no mapa.
Eduardo_Galeano;A realidade dá os cursos práticos, A TV se encarrega da teoria.
Eduardo_Galeano;A história passada está de pernas para cima porque a realidade anda de cabeça para baixo. E não apenas no sul da América: também no Norte. Quem, nos Estados Unidos, não conhece Theodore Roosevelt? Este herói nacional predicou a guerra, e a praticou contra os fracos: a guerra, proclamou Roosevelt, purifica a alma e melhora a raça. Portanto, recebeu o Prêmio Nobel da Paz. Em compensação, quem conhece, nos Estados Unidos, Charles Drew? Não é que a história o tenha conhecido, simplesmente jamais o conheceu. No entanto, este cientista salvou muitas milhões de vidas humanas, desde que suas pesquisas tornaram possíveis a conservação a transfusão de plasma. Drew era diretor da Cruz Vermelha nos Estados Unidos. Em 1942, a Cruz Vermelha proibiu a transfusão de sangue de negros. Então Drew se demitiu. Drew era negro.
Eduardo_Galeano;Dia a dia nega-se às crianças o direito de ser criança. Os fatos, que zombam desse direito, ostentam seus ensinamentos na vida cotidiana. O mundo trata os meninos ricos como se fossem dinheiro, para que se acostumem a atuar como o dinheiro atua. O mundo trata os meninos pobres como se fossem lixo, para que se transformem em lixo. E os do meio, os que não são ricos nem pobres, conserva-os atados à mesa do televisor, para que aceitem, desde cedo, como destino, a vida prisioneira. Muita magia e muita sorte têm as crianças que conseguem ser crianças.
Eduardo_Galeano;E, pela primeira vez, em tantos anos, o velho contou sua história. - Estes dentes não caíram sozinhos. Foram arrancados à força. Esta cicatriz que marca meu rosto não vem de um acidente. Os pulmões... a perna... Quebrei a perna quando escapei da prisão ao saltar um muro alto. Há outras marcas mais, que você não pode ver. Marcas visíveis no corpo e outras que ninguém pode ver.
Eduardo_Galeano;Assovia o vento dentro de mim. Estou despido. Dono de nada, dono de ninguém, nem mesmo dono de minhas certezas, sou minha cara contra o vento, a contravento, e sou o vento que bate em minha cara.
Eduardo_Galeano;A história é um profeta com o olhar voltado para trás: pelo que foi, e contra o que foi, anuncia o que será.
Eduardo_Galeano;Um refúgio? Uma barriga? Um abrigo onde se esconder quando estiver se afogando na chuva, ou sendo quebrado pelo frio, ou sendo revirado pelo vento? Temos um esplêndido passado pela frente? Para os navegantes com desejo de vento, a memória é um ponto de partida.
Eduardo_Galeano;O democracímetro ocidental expresa uma cultura de aparência: o contrato de casamento importa mais que o amor, o funeral mais do que o morto, a roupa mais do que o corpo e a missa mais do que Deus.
Eduardo_Galeano;Temos guardado um silêncio bastante parecido com a estupidez...
Eduardo_Galeano;O corpo não é uma máquina como nos diz a ciência. Nem uma culpa como nos fez crer a religião. O corpo é uma festa.
Eduardo_Galeano;A chuva que irriga os centros de poder imperialista afogas os vastos subúrbios do sistema. Do mesmo modo, e simetricamente, o bem-estar de nossas classes dominantes – dominantes para dentro, dominadas para fora – é a maldição de nossas multidões, condenadas a uma vida de bestas de carga.
Eduardo_Galeano;A liberdade de eleição permite que você escolha o molho com o qual será devorado.
Eduardo_Galeano;A liberdade de mercado permite que você aceite os preços que lhe são impostos.
Eduardo_Galeano;A primeira condição para modificar a realidade consiste em conhecê-la.
Eduardo_Galeano;Somos o que fazemos, principalmente o que fazemos para mudar o que somos.
Eduardo_Galeano;A utopia está lá no horizonte. Me aproximo dois passos, ela se afasta dois passos. Caminho dez passos e o horizonte corre dez passos. Por mais que eu caminhe, jamais alcançarei. Para que serve a utopia? Serve para isso: para que eu não deixe de caminhar.
Eduardo_Galeano;A televisão, essa última luz que te salva da solidão e da noite, é a realidade. Porque a vida é um espetáculo: para os que se comportem bem, o sistema promete uma boa poltrona.
Eduardo_Giannetti;Qualquer governo é melhor que a ausência de governo. O despotismo, por pior que seja, é preferível ao mal maior da Anarquia, da violência civil generalizada, e do medo permanente da morte violenta.
Eduardo_Gutiérrez_Sáenz_de_Buruaga;Um cardeal, por definição, é discreto, e um embaixador da mesma forma.
Eduardo_Horacio_García;Penso que estão chegando tempos difíceis e de algum modo todos devemos adaptar-nos, porque muitos já vivem em situação de aperto. A necessidade é evidente e deve ajudar-nos a tomar consciência disso.
Eduardo_I_de_Inglaterra;O que toca a todos deve ser aprovado por todos.
Eduardo_I_de_Inglaterra;Leve meus ossos na frente de sua marcha. Para os rebeldes não poderem suportar a visão de mim, vivo ou morto.
Eduardo_Jorge;Em 2003 eu me afastei [do PT] porque eu já havia perdido a confiança no patriotismo da direção desse partido. A direção colocava os interesses do partido acima da nação: primeiro o partido depois o povo, depois a nação.
Eduardo_Jorge;"Foi muito agressiva a manobra [do PT na eleição presidencial de 2014] de prometer A e mudar pra Z no outro dia. Prometer que nós íamos continuar no Éden, no paraíso e até melhorar, e no outro dia dizer: ah, estou descobrindo agora, eu não sabia que a gente tava perto do inferno; vocês vão ter que aguentar o pão que o diabo amassou. No outro dia, de um dia para o outro, quer dizer, então foi realmente um golpe, muito sério — para usar uma palavra [golpe] muito usada hoje — que foi dado no povo brasileiro."
Eduardo_Jorge;"Dizem alguns do governo atual que pedir impeachment é golpe. Que conversa fiada! Eu fui do PT e da direção do PT vinte e tantos anos. Dediquei um terço da minha vida a ele e eu lembro muito bem: nós éramos a favor do impeachment de tudo; do Collor, do Itamar, do Fernando Henrique, do presidente do Corinthians. O impeachment é constitucional, está previsto na Constituição."
Eduardo_Jorge;Quando eu entrei na Faculdade de Medicina, lá em João Pessoa, na Paraíba, por uma porta, em 1968, pela outra porta eu entrei no Partido Comunista Brasileiro Revolucionário.
Eduardo_Jorge;"Eu continuo sendo socialista, portanto, de esquerda, mas sou uma pessoa que acredita que a Democracia é uma questão essencial, coisa que nós, na época da esquerda leninista etc., nós não considerávamos. Nós eramos pela ditadura do proletariado. Nós eramos contra a ditadura militar, mas eramos a favor da ditadura do proletariado. Isso aí é preciso dizer a verdade toda: porque às vezes eu ouço meias-verdades. Como a ditadura militar nos oprimiu barbaramente, de forma violenta, muitas vezes as pessoas pensam que não existiam, no campo da esquerda, coisa igual e até pior em vários aspectos. O Stalin e o Hitler disputam pau-a-pau a medalha de ouro de genocidas na história recente. E Mao Tsé-Tung vem ali na medalha de prata, na verdade, prata com bronze. Então é Hitler, Stalin e Mao Tsé-Tung; então, é preciso a gente ter essa clareza."
Eduardo_Jorge;"Sai de uma formação católica cristã muito rigorosa e, com 17, 18 anos, me converti a essa outra religião, ateia, que é o marxismo-leninismo. Na época eu não sabia que era uma religião; depois é que eu fui descobrir."
Eduardo_Jorge;Se auditar nossa dívida e colocar numa ressonância, ela vai sair magrinha que nem você.
Eduardo_Jorge;Ao contrário do que informava esta nota, o candidato do PV à Presidência, Eduardo Jorge, não afirmou que tem entre seus passatempos assistir ao desenho Toy Story. O verde referia-se ao escritor russo Leon Tolstoi (1828-1910), autor de clássicos como Anna Karenina e Guerra e Paz. O site de VEJA pede desculpas aos seus leitores e ao candidato.
Eduardo_José_Castillo_Pino;Nosso objetivo é apenas orientar os fiéis para serem coerentes com sua fé, que tem também uma dimensão social.
Eduardo_Koaik;Em tempos passados não muito distantes, Papai Noel esteve sempre relacionado ao Menino Jesus. Nos dias atuais, infelizmente, andam separados. Por toda parte onde o velhinho aparece, o Aniversariante da festa não é lembrado, mas posto fora da cena. Sacoleiro errante, demonstrando preferências por crianças ricas, é a maneira como geralmente se apresenta. Perdeu-se no tempo sua figura original de mensageiro do Menino Jesus. Conformou-se passar por Velho Propaganda do consumismo, seu novo emprego. Nada mais do que um assalariado sazonal.
Eduardo_Kobra;Devido ao formato dessa parede, também tivemos dificuldades. Essa imagem foi criada para ser tridimensional, então quem estiver circulando vai poder perceber de vários ângulos e formar a imagem de Luiz Gonzaga.
